"cont","accX","accY","accZ","gyroX","gyroY","gyroZ","millis","id"
9963,9088,11894,-4076,32767,395,-7156,839410,"2"
9964,11072,13968,-9384,32767,-8164,-6671,839420,"2"
9965,14804,14194,-2582,29276,-12265,-7696,839430,"2"
9961,7990,10032,-2040,-5871,-3239,-10633,831865,"1"
9962,8112,9704,-1868,-5029,-2795,-9786,831875,"1"
9963,8322,9582,-1858,-4176,-2358,-9113,831885,"1"
9964,8312,9356,-1862,-3478,-2062,-8467,831895,"1"
9965,8358,9128,-1886,-2915,-1862,-7707,831905,"1"
9966,8540,9050,-1938,-2460,-1737,-7037,831915,"1"
9967,8680,8996,-1962,-2231,-1771,-6549,831925,"1"
9968,8828,8946,-1824,-2132,-1936,-6141,831935,"1"
9969,8976,8770,-1762,-2132,-2202,-5887,831945,"1"
9970,9152,8734,-1764,-2258,-2547,-5823,831955,"1"
9966,13280,12696,-2662,22000,-10940,-6562,839440,"2"
9967,13076,13354,-4980,15322,-9224,-6068,839450,"2"
9968,12886,13874,-7044,8332,-7896,-5812,839460,"2"
9969,12354,15654,-7416,1079,-6204,-6927,839470,"2"
9970,13018,18594,-5046,-6273,-1180,-8215,839480,"2"
9971,9300,8734,-1790,-2477,-3019,-5913,831965,"1"
9972,9486,8700,-1712,-2787,-3599,-6056,831975,"1"
9973,9540,8712,-1662,-3083,-4305,-6093,831985,"1"
9974,9478,8594,-1584,-3400,-5059,-5894,831995,"1"
9975,9586,8472,-1428,-3699,-5740,-5721,832005,"1"
9971,12450,19216,-7192,-17582,5316,-9438,839490,"2"
9972,13416,16822,-7340,-22918,3958,-9244,839500,"2"
9973,15964,10636,-1124,-15782,3355,-8009,839510,"2"
9974,13238,11546,-4018,2321,-2100,-5831,839520,"2"
9975,13196,16498,-4232,14474,-7254,-5190,839530,"2"
9976,9462,8460,-1272,-4057,-6477,-5736,832015,"1"
9977,9316,8536,-1022,-4432,-7192,-5846,832025,"1"
9978,9118,8504,-702,-4724,-7722,-5893,832035,"1"
9979,8906,8572,-386,-4853,-8062,-5919,832045,"1"
9980,8780,8802,-206,-4965,-8405,-5948,832055,"1"
9976,13638,15194,-2796,21785,-9703,-4799,839540,"2"
9977,13414,13890,-3742,25132,-11205,-3718,839550,"2"
9978,13350,14126,-3912,26347,-12712,-2927,839560,"2"
9979,13266,13988,-4176,27053,-13742,-2614,839570,"2"
9980,13248,13516,-3848,27407,-14130,-2529,839580,"2"
9981,13084,13146,-4094,26248,-14027,-2480,839590,"2"
9982,12782,12894,-4016,24422,-13993,-2803,839600,"2"
9983,12364,12688,-3824,22614,-13870,-3188,839610,"2"
9984,11888,12918,-3478,20760,-13720,-3413,839620,"2"
9985,11570,13530,-3214,19191,-12623,-4255,839630,"2"
9981,8584,8912,166,-4978,-8709,-6100,832065,"1"
9982,8198,8952,488,-5136,-8898,-6400,832075,"1"
9983,7886,9138,1046,-5395,-8878,-6635,832085,"1"
9984,7518,9164,1502,-5710,-8736,-6940,832095,"1"
9985,7164,9152,1728,-6020,-8531,-7271,832105,"1"
9986,7096,9176,1764,-6477,-8280,-7609,832115,"1"
9987,7070,9228,1692,-6843,-8109,-7898,832125,"1"
9988,7052,9230,1552,-7133,-7992,-8226,832135,"1"
9989,7108,9296,1492,-7336,-7956,-8655,832145,"1"
9990,7150,9438,1270,-7466,-8038,-9154,832155,"1"
9986,12142,13190,-3770,18542,-12126,-4727,839640,"2"
9987,12160,12730,-3894,18416,-12276,-4563,839650,"2"
9988,11832,13072,-4314,18921,-12356,-4561,839660,"2"
9989,12086,13110,-4322,19713,-11906,-4721,839670,"2"
9990,12286,13020,-4804,20575,-11503,-4701,839680,"2"
9991,7008,9392,1264,-7501,-8107,-9615,832165,"1"
9992,7006,9284,1384,-7505,-8158,-9939,832175,"1"
9993,6994,9186,1486,-7500,-8111,-10288,832185,"1"
9994,6858,9056,1590,-7536,-8017,-10603,832195,"1"
9995,6902,8866,1704,-7525,-7758,-10920,832205,"1"
9991,12494,12746,-4968,21171,-11365,-4582,839690,"2"
9992,12626,12524,-5344,21155,-11230,-4454,839700,"2"
9993,12750,12488,-6178,20615,-10944,-4334,839710,"2"
9994,12908,12128,-5776,19342,-10370,-4044,839720,"2"
9995,13260,12240,-6038,17633,-9689,-3829,839730,"2"
9996,6884,8762,1908,-7448,-7444,-11115,832215,"1"
9997,6834,8610,2240,-7434,-7061,-11130,832225,"1"
9998,6958,8462,2558,-7522,-6724,-10940,832235,"1"
9999,7136,8324,2860,-7581,-6342,-10511,832245,"1"
10000,7130,8288,2948,-7674,-5779,-9947,832255,"1"
9996,13308,12288,-6200,15475,-8698,-3649,839740,"2"
9997,13246,12246,-6358,13485,-7735,-3564,839750,"2"
9998,13272,12432,-6168,11488,-6526,-3634,839760,"2"
9999,13056,12450,-6192,9821,-5196,-3974,839770,"2"
10000,13044,12434,-6050,8448,-4009,-4230,839780,"2"
10001,7200,8426,2920,-7722,-5298,-9401,832265,"1"
10002,7198,8746,2716,-7848,-4966,-8965,832275,"1"
10003,7104,9108,2654,-8007,-4755,-8665,832285,"1"
10004,7078,9466,2636,-8190,-4543,-8480,832295,"1"
10005,6970,9602,2666,-8257,-4250,-8385,832305,"1"
10001,12972,12454,-6058,7456,-3283,-4422,839790,"2"
10002,12846,12520,-5888,6660,-2598,-4527,839800,"2"
10003,12828,12736,-5828,6147,-1936,-4631,839810,"2"
10004,12700,12970,-5674,5923,-1437,-4777,839820,"2"
10005,12512,13228,-5580,5958,-1092,-4815,839830,"2"
10006,6826,9692,2656,-8242,-3928,-8239,832315,"1"
10007,6752,9834,2604,-8168,-3596,-8123,832325,"1"
10008,6608,9892,2692,-8020,-3221,-7965,832335,"1"
10009,6606,9848,2700,-7771,-2811,-7765,832345,"1"
10010,6616,9920,2628,-7427,-2286,-7521,832355,"1"
10006,12478,13484,-5186,6146,-775,-4862,839840,"2"
10007,12272,13814,-4944,6575,-571,-4900,839850,"2"
10008,12130,14178,-4746,7088,-268,-5050,839860,"2"
10009,12036,14310,-4508,7539,139,-5078,839870,"2"
10010,11966,14418,-4290,7742,587,-5047,839880,"2"
10011,6558,10010,2656,-7068,-1800,-7348,832365,"1"
10012,6652,10064,2778,-6816,-1356,-7213,832375,"1"
10013,6694,10002,2938,-6522,-789,-6885,832385,"1"
10014,6702,10062,2988,-6023,-164,-6433,832395,"1"
10015,6616,10104,2780,-5402,496,-5815,832405,"1"
10011,11866,14398,-4210,7795,843,-4949,839890,"2"
10012,11808,14368,-4198,7662,1000,-4849,839900,"2"
10013,11798,14510,-4214,7362,1059,-4793,839910,"2"
10014,11764,14522,-4156,6952,1242,-4701,839920,"2"
10015,11658,14596,-4250,6471,1611,-4579,839930,"2"
10016,6624,10168,2630,-4783,1246,-5268,832415,"1"
10017,6586,10250,2356,-4098,1857,-4861,832425,"1"
10018,6538,10284,2090,-3467,2314,-4715,832435,"1"
10019,6542,10208,1868,-2965,2635,-4734,832445,"1"
10020,6532,10014,1850,-2569,2831,-4839,832455,"1"
10016,11710,14666,-4420,5847,2238,-4461,839940,"2"
10017,11700,14694,-4420,5189,2807,-4216,839950,"2"
10018,11658,14762,-4534,4623,3419,-3959,839960,"2"
10019,11700,14844,-4356,4176,4199,-3699,839970,"2"
10020,11712,14988,-4158,3664,4981,-3458,839980,"2"
10021,6590,9646,1872,-2312,2976,-4987,832465,"1"
10022,6768,9366,1986,-2216,3134,-5165,832475,"1"
10023,6928,9210,2090,-2345,3263,-5318,832485,"1"
10024,7094,8948,2324,-2443,3532,-5422,832495,"1"
10025,7250,8906,2398,-2475,3824,-5334,832505,"1"
10021,11764,14880,-3784,2972,5706,-3084,839990,"2"
10022,11846,14780,-3302,2290,6353,-2629,840000,"2"
10023,11862,14516,-3000,1544,6827,-2109,840010,"2"
10024,11702,14248,-2548,993,7179,-1744,840020,"2"
10025,11698,14008,-2054,575,7460,-1403,840030,"2"
10026,7288,8852,2358,-2422,4200,-5105,832515,"1"
10027,7402,8990,2292,-2190,4556,-4807,832525,"1"
10028,7512,9230,1986,-1967,4852,-4610,832535,"1"
10029,7630,9406,1924,-1703,5124,-4455,832545,"1"
10030,7886,9444,2018,-1320,5323,-4262,832555,"1"
10026,11706,13806,-1782,-27,7633,-1102,840040,"2"
10027,11498,13486,-1380,-689,7621,-908,840050,"2"
10028,11392,12966,-936,-1060,7450,-862,840060,"2"
10029,11310,12492,-578,-1019,7313,-888,840070,"2"
10030,11046,12270,-386,-828,6918,-950,840080,"2"
10031,8132,9570,2114,-964,5557,-3990,832565,"1"
10032,8310,9588,2228,-632,5721,-3769,832575,"1"
10033,8402,9434,2268,-282,5838,-3519,832585,"1"
10034,8522,9274,2284,121,5980,-3097,832595,"1"
10035,8592,9158,2230,549,6196,-2677,832605,"1"
10031,10698,12274,-202,-434,6255,-991,840090,"2"
10032,10620,12666,236,-49,5658,-998,840100,"2"
10033,10496,12574,306,273,5136,-951,840110,"2"
10034,10352,12378,512,674,4721,-925,840120,"2"
10035,10332,12376,640,769,4557,-920,840130,"2"
10036,8774,9094,1884,875,6160,-2355,832615,"1"
10037,8818,9046,1518,1008,6012,-2184,832625,"1"
10038,8764,8824,1094,1036,5608,-2127,832635,"1"
10039,8766,8626,804,867,5096,-2201,832645,"1"
10040,8736,8522,698,626,4622,-2566,832655,"1"
10036,10448,12312,896,730,4378,-1046,840140,"2"
10037,10788,12182,1094,776,4007,-1051,840150,"2"
10038,11034,12204,1286,955,3425,-880,840160,"2"
10039,11208,12264,1454,1284,2689,-613,840170,"2"
10040,11418,12220,1406,1763,1891,-401,840180,"2"
10041,8602,8418,600,506,3857,-3008,832665,"1"
10042,8648,8082,424,337,3201,-3348,832675,"1"
10043,8620,7662,344,204,2558,-3732,832685,"1"
10044,8704,7092,220,-114,1920,-4048,832695,"1"
10045,8986,6450,86,-634,1313,-4205,832705,"1"
10041,11478,12238,1656,2363,1049,-215,840190,"2"
10042,11678,12110,1670,2935,188,87,840200,"2"
10043,11736,11954,1594,3203,-647,549,840210,"2"
10044,11776,11842,1656,3236,-1537,916,840220,"2"
10045,11808,11572,1310,3032,-2204,1199,840230,"2"
10046,9406,5862,-44,-907,523,-4463,832715,"1"
10047,9506,5384,-34,-1147,-339,-4562,832725,"1"
10048,9692,5250,162,-1420,-1112,-4493,832735,"1"
10049,9814,5144,334,-1696,-1810,-4554,832745,"1"
10050,9878,5076,634,-1698,-2574,-4752,832755,"1"
10046,11858,11488,1070,2561,-2788,1383,840240,"2"
10047,11792,11502,992,1962,-3329,1463,840250,"2"
10048,11642,11344,852,1369,-3901,1534,840260,"2"
10049,11398,11312,558,856,-4427,1649,840270,"2"
10050,11222,11418,244,312,-4955,1789,840280,"2"
10051,10128,5030,982,-1689,-3330,-4829,832765,"1"
10052,10372,5216,1312,-1816,-3955,-4835,832775,"1"
10053,10502,5300,1798,-2047,-4513,-4994,832785,"1"
10054,10546,5102,2214,-2296,-4973,-4959,832795,"1"
10055,10572,4924,2572,-2427,-5140,-4761,832805,"1"
10051,10854,11630,-18,-277,-5473,1983,840290,"2"
10052,10556,11878,-154,-856,-5954,2286,840300,"2"
10053,10076,11942,-224,-1446,-6244,2531,840310,"2"
10054,9650,11970,-170,-1770,-6508,2519,840320,"2"
10055,9388,12016,-80,-1801,-7033,2359,840330,"2"
10056,10606,4668,2944,-2309,-5179,-4399,832815,"1"
10057,10734,4692,3142,-1926,-5192,-3850,832825,"1"
10058,10750,4632,3214,-1466,-5092,-3186,832835,"1"
10059,10764,4608,3172,-1019,-4919,-2375,832845,"1"
10060,10772,4470,3018,-483,-4858,-1513,832855,"1"
10056,9234,12264,-122,-1605,-7786,2197,840340,"2"
10057,8952,12572,-290,-1294,-8549,1984,840350,"2"
10058,8766,12924,-604,-907,-9180,1807,840360,"2"
10059,8590,13494,-884,-654,-9628,1894,840370,"2"
10060,8488,14052,-1024,-613,-9998,2124,840380,"2"
10061,10664,4448,2988,85,-4847,-668,832865,"1"
10062,10528,4370,2812,643,-4888,114,832875,"1"
10063,10354,4400,2796,1124,-4940,830,832885,"1"
10064,10188,4318,2752,1505,-4987,1359,832895,"1"
10065,9978,4336,2788,1707,-5099,1769,832905,"1"
10061,8454,14418,-1048,-788,-10099,2373,840390,"2"
10062,8478,14698,-1032,-1164,-10291,2679,840400,"2"
10063,8578,14722,-932,-1604,-10557,3044,840410,"2"
10064,8584,14680,-1068,-1958,-11022,3427,840420,"2"
10065,8646,14694,-1190,-2238,-11565,3831,840430,"2"
10066,9770,4396,2918,1791,-5249,2041,832915,"1"
10067,9498,4546,2984,1717,-5393,2144,832925,"1"
10068,9218,4712,3184,1626,-5453,2176,832935,"1"
10069,8936,4998,3262,1482,-5415,2034,832945,"1"
10070,8650,5148,3390,1153,-5281,1902,832955,"1"
10066,8764,14590,-1500,-2596,-11972,4319,840440,"2"
10067,8746,14440,-1968,-2995,-12198,4740,840450,"2"
10068,8736,14280,-2472,-3235,-12276,4905,840460,"2"
10069,8924,14038,-2754,-3472,-12123,5119,840470,"2"
10070,9220,13910,-3146,-3810,-11881,5424,840480,"2"
10071,8438,5210,3562,956,-5117,1920,832965,"1"
10072,8270,5348,3656,874,-4831,2155,832975,"1"
10073,8100,5556,3674,888,-4458,2513,832985,"1"
10074,8038,5904,3644,923,-4117,2859,832995,"1"
10075,7966,6232,3624,999,-3787,3249,833005,"1"
10071,9498,13792,-3390,-4247,-11528,5756,840490,"2"
10072,9790,13588,-3752,-4767,-11057,6014,840500,"2"
10073,10034,13384,-3998,-5311,-10782,6144,840510,"2"
10074,10160,13098,-4048,-5751,-10467,6087,840520,"2"
10075,10416,12680,-4072,-6074,-10089,5960,840530,"2"
10076,7844,6294,3618,1226,-3396,3763,833015,"1"
10077,7854,6500,3514,1509,-3023,4340,833025,"1"
10078,7884,6772,3318,1867,-2681,4852,833035,"1"
10079,7786,6964,3138,2189,-2495,5314,833045,"1"
10080,7726,7104,3044,2525,-2341,5692,833055,"1"
10076,10608,12212,-4202,-6110,-9842,5684,840540,"2"
10077,10876,11980,-4230,-5942,-9613,5455,840550,"2"
10078,11156,11926,-4482,-5798,-9291,5309,840560,"2"
10079,11408,11830,-4778,-5643,-8810,5120,840570,"2"
10080,11824,11682,-4926,-5361,-8204,4864,840580,"2"
10081,7714,7330,2942,2742,-2276,5923,833065,"1"
10082,7558,7504,2856,2908,-2271,5975,833075,"1"
10083,7550,7638,2836,2952,-2379,5900,833085,"1"
10084,7586,7642,2878,2890,-2615,5808,833095,"1"
10085,7426,7472,2910,2716,-2877,5747,833105,"1"
10081,12244,11492,-5192,-5004,-7503,4614,840590,"2"
10082,12612,11266,-5356,-4790,-6718,4346,840600,"2"
10083,12896,10978,-5430,-4831,-5827,4083,840610,"2"
10084,13150,10618,-5366,-5083,-4800,3811,840620,"2"
10085,13328,10284,-5210,-5489,-3834,3510,840630,"2"
10086,7332,7314,3038,2514,-3087,5629,833115,"1"
10087,7182,7314,3102,2198,-3278,5416,833125,"1"
10088,7018,7312,3224,1886,-3398,5128,833135,"1"
10089,6890,7326,3190,1614,-3488,4878,833145,"1"
10090,6744,7384,3142,1447,-3478,4751,833155,"1"
10086,13562,9882,-4914,-5790,-3029,3165,840640,"2"
10087,13764,9698,-4718,-5958,-2419,2907,840650,"2"
10088,13884,9680,-4574,-5913,-2116,2556,840660,"2"
10089,14020,9652,-4528,-5640,-1905,2197,840670,"2"
10090,14100,9558,-4450,-5216,-1673,1825,840680,"2"
10091,14082,9414,-4566,-4837,-1377,1595,840690,"2"
10092,14094,9370,-4604,-4591,-921,1235,840700,"2"
10093,14038,9284,-4610,-4227,-548,786,840710,"2"
10094,13986,9096,-4568,-3717,-190,398,840720,"2"
10095,13838,9044,-4692,-3203,163,122,840730,"2"
10091,6668,7422,3208,1401,-3449,4714,833165,"1"
10092,6626,7542,3206,1439,-3345,4725,833175,"1"
10093,6542,7654,3278,1497,-3240,4715,833185,"1"
10094,6652,7710,3476,1561,-3185,4721,833195,"1"
10095,6744,7678,3584,1512,-3197,4770,833205,"1"
10096,6736,7630,4034,1480,-3238,4792,833215,"1"
10097,6632,7628,4388,1410,-3231,4716,833225,"1"
10098,6572,7764,4886,1257,-3183,4503,833235,"1"
10099,6344,7920,5172,1175,-3170,4156,833245,"1"
10100,6232,8086,5474,972,-3050,3688,833255,"1"
10096,13676,9158,-4810,-2769,567,-193,840740,"2"
10097,13404,9182,-4740,-2237,941,-569,840750,"2"
10098,12964,9146,-4716,-1712,1348,-966,840760,"2"
10099,12644,9220,-4804,-1100,1758,-1444,840770,"2"
10100,12368,9404,-4752,-384,2080,-1878,840780,"2"
10101,11992,9786,-4866,398,2412,-2238,840790,"2"
10102,11670,10146,-5084,1137,2753,-2509,840800,"2"
10103,11328,10474,-5286,1951,3313,-2864,840810,"2"
10104,11054,10748,-5648,2824,3997,-3157,840820,"2"
10105,10662,10956,-5836,3553,4806,-3388,840830,"2"
10101,6138,8510,5676,747,-2996,3223,833265,"1"
10102,5940,8714,5898,672,-2812,2877,833275,"1"
10103,5508,8908,6004,685,-2670,2704,833285,"1"
10104,5230,9132,6122,764,-2422,2408,833295,"1"
10105,4732,9108,6344,878,-2069,2070,833305,"1"
10106,4394,9210,6422,1076,-1584,1700,833315,"1"
10107,4330,9280,6548,1239,-1079,1164,833325,"1"
10108,4162,9464,6608,1218,-549,358,833335,"1"
10109,4080,9516,6596,1012,-96,-586,833345,"1"
10110,4304,9316,6624,712,344,-1655,833355,"1"
10106,10178,11152,-5786,4058,5802,-3708,840840,"2"
10107,9788,11312,-5582,4398,6861,-4040,840850,"2"
10108,9384,11382,-5360,4682,7870,-4439,840860,"2"
10109,9070,11598,-5064,4847,8768,-4819,840870,"2"
10110,8816,11950,-4994,4833,9612,-5275,840880,"2"
10111,4446,8896,6376,506,740,-2460,833365,"1"
10112,4666,8516,5984,295,1057,-2966,833375,"1"
10113,4874,8250,5724,-52,1373,-3551,833385,"1"
10114,4882,8124,5416,-473,1646,-4334,833395,"1"
10115,4786,7984,5100,-1030,1928,-5059,833405,"1"
10111,8682,12214,-4756,4760,10397,-5537,840890,"2"
10112,8718,12418,-4586,4637,11237,-5634,840900,"2"
10113,8970,12752,-4494,4434,12124,-5569,840910,"2"
10114,9070,12968,-4302,4066,13060,-5335,840920,"2"
10115,9310,13190,-3980,3349,14132,-4839,840930,"2"
10116,5002,7920,5000,-1504,2317,-5707,833415,"1"
10117,5044,7874,4958,-1979,2721,-6127,833425,"1"
10118,5344,7894,4910,-2314,3263,-6544,833435,"1"
10119,5748,8042,4698,-2575,3817,-6969,833445,"1"
10120,6178,8176,4610,-2744,4284,-7314,833455,"1"
10116,9438,13180,-3640,2320,15325,-4234,840940,"2"
10117,9304,13346,-3190,1026,16255,-3507,840950,"2"
10118,9116,13466,-2606,-469,17149,-2697,840960,"2"
10119,9014,13516,-1914,-2103,17875,-1610,840970,"2"
10120,8742,13432,-1392,-3545,18187,-637,840980,"2"
10121,6488,8424,4402,-2877,4698,-7309,833465,"1"
10122,6930,8622,4298,-3176,5033,-7135,833475,"1"
10123,7094,8688,4400,-3695,5276,-6937,833485,"1"
10124,7404,8982,4442,-4064,5429,-6874,833495,"1"
10125,7680,9452,4404,-4388,5674,-7063,833505,"1"
10121,8910,13072,-950,-4494,17788,83,840990,"2"
10122,9000,12488,-312,-4378,16791,383,841000,"2"
10123,9338,11996,170,-3687,15574,680,841010,"2"
10124,9668,11744,522,-2708,14012,878,841020,"2"
10125,10092,11662,718,-1523,12154,926,841030,"2"
10126,8640,10486,4282,-5473,6212,-8022,833515,"1"
10127,7228,9972,4332,-4223,5903,-7611,833525,"1"
10128,8042,10538,4160,-4032,6725,-7091,833535,"1"
10129,7722,10666,4242,-4041,7164,-7267,833545,"1"
10130,7808,10314,4430,-3910,7245,-7788,833555,"1"
10126,10300,11574,628,-153,10014,950,841040,"2"
10127,10584,11758,276,1611,7792,999,841050,"2"
10128,10804,12014,-196,3657,5419,987,841060,"2"
10129,10720,12338,-734,5754,3419,1077,841070,"2"
10130,10538,12618,-1248,7784,1859,1346,841080,"2"
10131,7840,9946,4864,-3725,7067,-8389,833565,"1"
10132,7898,9512,5242,-3285,6830,-9098,833575,"1"
10133,7590,9528,4948,-3208,6827,-9929,833585,"1"
10134,7396,9632,4662,-3498,6962,-10689,833595,"1"
10135,7484,9650,4342,-3774,7311,-11194,833605,"1"
10131,10570,12994,-1798,9582,660,1631,841090,"2"
10132,10694,13174,-2320,11271,-283,1657,841100,"2"
10133,10810,13172,-2620,12862,-1012,1644,841110,"2"
10134,10898,12936,-2828,14387,-1523,1379,841120,"2"
10135,11054,12396,-2982,15888,-1904,979,841130,"2"
10136,7566,9524,3908,-3562,7532,-11444,833615,"1"
10137,7602,9318,3424,-3191,7597,-11238,833625,"1"
10138,7600,9068,2982,-2872,7536,-10913,833635,"1"
10139,7714,8596,2602,-2643,7377,-10583,833645,"1"
10140,7746,8146,2386,-2474,7218,-10239,833655,"1"
10136,11378,12108,-3016,17142,-2126,558,841140,"2"
10137,11692,12144,-2946,17944,-2313,172,841150,"2"
10138,12010,12246,-3010,18206,-2479,-159,841160,"2"
10139,12228,12418,-3032,18014,-2450,-440,841170,"2"
10140,12344,12624,-3214,17361,-2262,-608,841180,"2"
10141,7690,7716,2292,-2389,7117,-9810,833665,"1"
10142,7882,7204,2254,-2425,7181,-9472,833675,"1"
10143,8060,6648,2290,-2161,7092,-9115,833685,"1"
10144,8270,6086,2212,-1805,6740,-8522,833695,"1"
10145,8426,5622,1894,-1820,6453,-8011,833705,"1"
10141,12406,12740,-3394,16301,-1867,-727,841190,"2"
10142,12284,12782,-3536,14845,-1280,-725,841200,"2"
10143,12076,12860,-3562,12815,-284,-554,841210,"2"
10144,11868,12956,-3466,10327,975,-601,841220,"2"
10145,11850,12684,-3192,7777,2285,-692,841230,"2"
10146,8492,5232,1688,-2080,5887,-7541,833715,"1"
10147,8398,5098,1504,-2455,5267,-7274,833725,"1"
10148,8398,5018,1354,-2722,4761,-6868,833735,"1"
10149,8220,4856,1280,-2712,4447,-6073,833745,"1"
10150,8032,4824,1166,-2488,4289,-5106,833755,"1"
10146,11840,12342,-2692,5394,3292,-818,841240,"2"
10147,11864,12232,-2164,3542,3977,-979,841250,"2"
10148,11890,12078,-1860,2050,4423,-1249,841260,"2"
10149,11894,11932,-1668,878,4707,-1442,841270,"2"
10150,11884,11902,-1428,-72,4901,-1553,841280,"2"
10151,8074,4776,1084,-2043,4261,-3913,833765,"1"
10152,8014,4822,910,-1569,4248,-2657,833775,"1"
10153,8108,4792,910,-1105,4211,-1528,833785,"1"
10154,8262,4950,854,-759,4050,-527,833795,"1"
10155,8350,5130,820,-483,3834,171,833805,"1"
10151,11764,11922,-1366,-806,5106,-1679,841290,"2"
10152,11694,12114,-1176,-1368,5299,-1817,841300,"2"
10153,11584,12208,-1114,-1748,5556,-1855,841310,"2"
10154,11534,12314,-880,-2136,5766,-1754,841320,"2"
10155,11376,12406,-684,-2640,5915,-1590,841330,"2"
10156,8228,5320,792,-416,3560,629,833815,"1"
10157,8412,5426,816,-442,3309,922,833825,"1"
10158,8410,5578,874,-542,2945,1108,833835,"1"
10159,8518,5660,918,-702,2523,1318,833845,"1"
10160,8716,5864,1074,-849,2183,1585,833855,"1"
10156,11228,12498,-514,-3188,6018,-1458,841340,"2"
10157,11088,12568,-134,-3832,6035,-1385,841350,"2"
10158,10948,12596,84,-4581,5880,-1352,841360,"2"
10159,10686,12498,488,-5380,5478,-1341,841370,"2"
10160,10326,12468,824,-6182,4975,-1329,841380,"2"
10161,8916,6218,1198,-859,1905,1900,833865,"1"
10162,9080,6548,1354,-874,1629,2344,833875,"1"
10163,9508,6822,1562,-732,1349,2909,833885,"1"
10164,9768,7228,1742,-491,966,3482,833895,"1"
10165,10250,7512,1834,-225,480,3993,833905,"1"
10161,9910,12552,1226,-6928,4245,-1391,841390,"2"
10162,9498,12820,1500,-7683,3497,-1532,841400,"2"
10163,9068,13282,1564,-8386,2527,-1605,841410,"2"
10164,8576,13532,1748,-8952,1543,-1668,841420,"2"
10165,8170,13838,1916,-9249,333,-1597,841430,"2"
10166,7748,14162,1940,-9141,-955,-1496,841440,"2"
10167,7282,14458,1782,-8854,-2315,-1245,841450,"2"
10168,7086,14772,1548,-8422,-3721,-881,841460,"2"
10169,7084,14972,1048,-7946,-4878,-570,841470,"2"
10170,7434,14902,664,-7373,-5975,-194,841480,"2"
10166,10742,7736,1964,-117,-215,4463,833915,"1"
10167,11076,7872,2164,-106,-1043,4851,833925,"1"
10168,11256,7858,2450,-193,-1969,5385,833935,"1"
10169,11336,7960,2654,-376,-2838,5902,833945,"1"
10170,10848,7936,2714,-535,-3606,6203,833955,"1"
10171,10028,7634,2578,-484,-4450,6402,833965,"1"
10172,9284,7624,2198,-341,-5113,6556,833975,"1"
10173,8516,7620,1918,-122,-5632,6626,833985,"1"
10174,7990,7622,1646,201,-6160,6631,833995,"1"
10175,7662,7548,1808,579,-6720,6554,834005,"1"
10171,7958,14636,328,-6501,-6861,177,841490,"2"
10172,8616,14180,-16,-5300,-7864,696,841500,"2"
10173,9252,14190,-140,-4480,-8780,1278,841510,"2"
10174,9588,14030,-500,-4228,-9743,1865,841520,"2"
10175,9708,13792,-626,-4049,-10813,2429,841530,"2"
10176,7336,7558,1922,753,-7289,6249,834015,"1"
10177,7092,7486,2414,853,-7750,5786,834025,"1"
10178,7002,7358,2904,906,-8105,5321,834035,"1"
10179,6986,7300,3394,935,-8281,4968,834045,"1"
10180,7100,7310,3736,787,-8184,4785,834055,"1"
10176,9558,13778,-950,-4082,-11811,3013,841540,"2"
10177,9404,13652,-1474,-4187,-12645,3452,841550,"2"
10178,9100,13668,-1972,-4357,-13275,3793,841560,"2"
10179,8872,13602,-2450,-4591,-13720,4106,841570,"2"
10180,8548,13700,-3128,-4989,-13808,4292,841580,"2"
10181,7152,7330,4006,587,-8101,4680,834065,"1"
10182,7204,7338,4416,427,-7885,4482,834075,"1"
10183,7474,7426,4692,267,-7700,4282,834085,"1"
10184,7420,7594,4886,90,-7487,4177,834095,"1"
10185,7340,7524,5018,188,-7296,4157,834105,"1"
10181,8316,13758,-3660,-5477,-13679,4345,841590,"2"
10182,8170,13632,-3984,-6018,-13211,4216,841600,"2"
10183,8226,13792,-4372,-6544,-12519,3926,841610,"2"
10184,8144,13756,-4530,-7010,-11780,3533,841620,"2"
10185,8204,13518,-4732,-7690,-10810,3046,841630,"2"
10186,7314,7444,4892,489,-7142,4348,834115,"1"
10187,7136,7426,4614,817,-6897,4678,834125,"1"
10188,7040,7616,4380,1211,-6562,4929,834135,"1"
10189,6878,7678,4130,1541,-6198,5227,834145,"1"
10190,6674,7704,3990,1918,-5788,5626,834155,"1"
10186,8492,13434,-4780,-8284,-9996,2577,841640,"2"
10187,8864,13448,-4628,-8895,-9304,2187,841650,"2"
10188,9352,13440,-4564,-9320,-8968,1914,841660,"2"
10189,9852,13460,-4316,-9299,-8851,1765,841670,"2"
10190,10156,13522,-4110,-8683,-9047,1608,841680,"2"
10191,6624,7594,3934,2326,-5339,6046,834165,"1"
10192,6680,7510,3742,2682,-4953,6405,834175,"1"
10193,6608,7498,3506,2940,-4654,6690,834185,"1"
10194,6528,7488,3504,3067,-4437,6846,834195,"1"
10195,6514,7548,3366,3132,-4300,6855,834205,"1"
10191,10502,13460,-3922,-7604,-9300,1531,841690,"2"
10192,10800,13406,-3876,-6324,-9679,1427,841700,"2"
10193,11076,13316,-3726,-4640,-10212,1276,841710,"2"
10194,11290,13214,-3916,-2667,-10739,1105,841720,"2"
10195,11568,13210,-4058,-905,-11162,1101,841730,"2"
10196,6518,7602,3212,3125,-4216,6772,834215,"1"
10197,6558,7628,3182,3110,-4217,6600,834225,"1"
