"cont","accX","accY","accZ","gyroX","gyroY","gyroZ","millis","id"
10930,7448,9738,174,-5197,182,-7554,841555,"1"
10926,10600,18292,-4748,14061,2640,-11410,849040,"2"
10927,11178,18216,-4360,12334,2709,-10168,849050,"2"
10928,11738,17966,-4022,10297,2591,-8830,849060,"2"
10929,12108,17540,-3676,8380,2198,-7494,849070,"2"
10930,12412,16994,-3510,6699,1739,-6312,849080,"2"
10931,7584,9546,-66,-5012,177,-7500,841565,"1"
10932,7740,9406,-446,-5032,-106,-6977,841575,"1"
10933,8024,9138,-848,-4883,-441,-6491,841585,"1"
10934,8100,8968,-1072,-4765,-744,-6373,841595,"1"
10935,8384,8856,-1262,-4808,-1080,-6388,841605,"1"
10931,12604,16414,-3774,5234,964,-5063,849090,"2"
10932,12682,15902,-3902,4250,14,-4183,849100,"2"
10933,12636,15510,-4130,4062,-1092,-3629,849110,"2"
10934,12444,15036,-4376,4695,-2276,-3428,849120,"2"
10935,12336,14670,-4594,6006,-3512,-3359,849130,"2"
10936,8624,8698,-1462,-4825,-1530,-6428,841615,"1"
10937,8766,8498,-1618,-4854,-1942,-6517,841625,"1"
10938,8932,8452,-1814,-4834,-2427,-6512,841635,"1"
10939,9050,8384,-1814,-4808,-2960,-6336,841645,"1"
10940,9092,8298,-1928,-4800,-3396,-6153,841655,"1"
10936,12334,14314,-4906,7955,-4881,-3442,849140,"2"
10937,12226,14168,-5188,10365,-6225,-3715,849150,"2"
10938,12124,14166,-5542,12897,-7365,-4018,849160,"2"
10939,12146,14186,-5856,15195,-8404,-4204,849170,"2"
10940,12232,14262,-6276,17036,-9225,-4369,849180,"2"
10941,9276,8326,-1994,-4697,-3929,-5750,841665,"1"
10942,9392,8414,-2046,-4602,-4510,-5062,841675,"1"
10943,9422,8482,-2050,-4554,-5131,-4548,841685,"1"
10944,9478,8624,-2112,-4639,-5903,-4232,841695,"1"
10945,9384,8668,-1894,-4779,-6697,-3930,841705,"1"
10941,12300,14206,-6448,18720,-10158,-4454,849190,"2"
10942,12518,14198,-6648,20357,-10919,-4391,849200,"2"
10943,12632,14182,-7030,21861,-11712,-4201,849210,"2"
10944,12746,14106,-7208,23116,-12305,-4005,849220,"2"
10945,12860,14068,-7334,23994,-12533,-3589,849230,"2"
10946,9244,8766,-1756,-4910,-7366,-3739,841715,"1"
10947,9130,8834,-1500,-5153,-8088,-3733,841725,"1"
10948,8902,9080,-1292,-5479,-8902,-3842,841735,"1"
10949,8692,9316,-960,-5904,-9878,-4107,841745,"1"
10950,8590,9572,-524,-6476,-10823,-4382,841755,"1"
10946,12936,14170,-7504,24375,-12341,-3220,849240,"2"
10947,13058,14216,-7574,24321,-11995,-2871,849250,"2"
10948,13012,14182,-7534,23942,-11556,-2549,849260,"2"
10949,12828,14126,-7318,23325,-11350,-2326,849270,"2"
10950,12704,13896,-7192,22785,-11293,-2068,849280,"2"
10951,8278,10058,-24,-7081,-11632,-4892,841765,"1"
10952,7746,10378,400,-7743,-12386,-5548,841775,"1"
10953,7228,10774,882,-8441,-13335,-6564,841785,"1"
10954,6578,11096,1508,-9271,-14109,-7861,841795,"1"
10955,6104,11304,2084,-10130,-14564,-9411,841805,"1"
10951,12548,13866,-7182,22304,-11248,-1804,849290,"2"
10952,12420,13852,-7486,21799,-10938,-1666,849300,"2"
10953,12380,13820,-7710,21040,-10455,-1522,849310,"2"
10954,12474,13944,-7808,20052,-9772,-1458,849320,"2"
10955,12558,13918,-7802,18870,-8853,-1402,849330,"2"
10956,5648,11396,2492,-10985,-14888,-11004,841815,"1"
10957,5096,11440,3028,-11660,-15031,-12575,841825,"1"
10958,4746,11500,3362,-12151,-14972,-14128,841835,"1"
10959,4284,11414,3754,-12429,-14631,-15399,841845,"1"
10960,4054,11332,4042,-12378,-13979,-16135,841855,"1"
10956,12658,13992,-7824,17681,-7890,-1430,849340,"2"
10957,12684,13914,-7690,16735,-6999,-1540,849350,"2"
10958,12682,13900,-7360,16049,-6094,-1733,849360,"2"
10959,12678,13996,-7056,15512,-5343,-1977,849370,"2"
10960,12754,14132,-6726,14940,-4603,-2163,849380,"2"
10961,3888,11274,4176,-12047,-12969,-16533,841865,"1"
10962,3900,11180,4412,-11635,-11691,-16589,841875,"1"
10963,3950,11002,4538,-10943,-10030,-16398,841885,"1"
10964,4196,10972,4470,-10237,-8337,-16082,841895,"1"
10965,4646,10914,4288,-9595,-6736,-15730,841905,"1"
10961,12724,14242,-6530,14345,-3995,-2274,849390,"2"
10962,12772,14316,-6162,13670,-3360,-2338,849400,"2"
10963,12856,14282,-5830,12981,-2790,-2302,849410,"2"
10964,12812,14282,-5560,12296,-2271,-2209,849420,"2"
10965,12844,14172,-5546,11588,-1683,-2166,849430,"2"
10966,12856,14128,-5402,10874,-1150,-2131,849440,"2"
10967,12914,14012,-5276,10278,-627,-2186,849450,"2"
10968,12936,13952,-5164,9677,-119,-2293,849460,"2"
10969,12856,13784,-5048,9137,298,-2392,849470,"2"
10970,12822,13824,-4814,8695,778,-2506,849480,"2"
10966,5108,10650,4110,-8970,-5343,-15355,841915,"1"
10967,5660,10468,3914,-8414,-4060,-15007,841925,"1"
10968,6016,10354,3842,-7960,-2930,-14594,841935,"1"
10969,6302,10280,3506,-7669,-1940,-14249,841945,"1"
10970,6718,10144,3564,-7363,-1046,-13892,841955,"1"
10971,6918,10082,3496,-7136,-141,-13482,841965,"1"
10972,7106,9884,3608,-6964,593,-12866,841975,"1"
10973,7572,9904,3706,-6691,1307,-12254,841985,"1"
10974,7716,9994,3694,-6580,1980,-11798,841995,"1"
10975,7952,10092,3562,-6563,2634,-11261,842005,"1"
10971,12740,13958,-4898,8210,1338,-2651,849490,"2"
10972,12796,13970,-4726,7661,1846,-2737,849500,"2"
10973,12654,14010,-4566,7000,2391,-2735,849510,"2"
10974,12526,14156,-4416,6339,2863,-2777,849520,"2"
10975,12384,14240,-4308,5787,3281,-2788,849530,"2"
10976,8328,10174,3580,-6489,3162,-10749,842015,"1"
10977,8558,10458,3538,-6437,3656,-10363,842025,"1"
10978,8676,10548,3414,-6375,4053,-9956,842035,"1"
10979,8894,10752,3408,-6278,4465,-9546,842045,"1"
10980,8924,10960,3374,-5976,4860,-9156,842055,"1"
10976,12150,14350,-4130,5299,3624,-2771,849540,"2"
10977,11904,14540,-3974,4927,3881,-2671,849550,"2"
10978,11826,14732,-3852,4688,4178,-2612,849560,"2"
10979,11660,14900,-3812,4578,4482,-2473,849570,"2"
10980,11604,15046,-3752,4429,4753,-2342,849580,"2"
10981,9112,11042,3454,-5649,5294,-8680,842065,"1"
10982,9104,11238,3336,-5189,5714,-8219,842075,"1"
10983,9094,11238,3292,-4793,6070,-7746,842085,"1"
10984,9062,11228,3274,-4279,6501,-7246,842095,"1"
10985,9026,11404,3172,-3712,6994,-6645,842105,"1"
10981,11488,15168,-3642,4245,5021,-2139,849590,"2"
10982,11358,15252,-3516,3997,5264,-1961,849600,"2"
10983,11326,15190,-3216,3723,5509,-1888,849610,"2"
10984,11204,15090,-3026,3402,5681,-1768,849620,"2"
10985,11350,15014,-2726,3046,5792,-1617,849630,"2"
10986,9122,11446,3226,-3109,7471,-6160,842115,"1"
10987,9108,11558,3032,-2533,7846,-5828,842125,"1"
10988,9088,11670,2824,-2024,8135,-5669,842135,"1"
10989,9024,11582,2664,-1492,8391,-5611,842145,"1"
10990,9008,11586,2442,-979,8524,-5589,842155,"1"
10986,11338,15014,-2416,2719,5698,-1351,849640,"2"
10987,11408,15014,-2204,2540,5606,-1135,849650,"2"
10988,11454,14984,-2028,2545,5475,-896,849660,"2"
10989,11646,14918,-1772,2763,5270,-601,849670,"2"
10990,11782,14762,-1488,3142,4846,-225,849680,"2"
10991,9188,11646,2112,-532,8575,-5825,842165,"1"
10992,9124,11508,1882,-184,8470,-6365,842175,"1"
10993,9316,11362,1676,187,8149,-7007,842185,"1"
10994,9522,11394,1546,523,7555,-7882,842195,"1"
10995,9646,11324,1588,607,6673,-8850,842205,"1"
10991,11944,14596,-1358,3732,4310,96,849690,"2"
10992,11902,14276,-1180,4483,3699,437,849700,"2"
10993,11838,14072,-1074,5133,3086,719,849710,"2"
10994,11756,13936,-1020,5579,2529,994,849720,"2"
10995,11832,13714,-854,5770,1923,1300,849730,"2"
10996,9812,10922,1820,515,5847,-9760,842215,"1"
10997,9824,10406,2002,273,5077,-10521,842225,"1"
10998,9778,9670,2084,-26,4450,-10894,842235,"1"
10999,10038,9010,2550,-207,4115,-10859,842245,"1"
11000,10158,8660,2808,-386,3939,-10495,842255,"1"
10996,11630,13456,-632,5979,1254,1561,849740,"2"
10997,11554,13114,-580,6288,519,1702,849750,"2"
10998,11364,12936,-510,6621,-102,1647,849760,"2"
10999,11084,12506,-532,6846,-695,1549,849770,"2"
11000,11010,12250,-630,6744,-1323,1529,849780,"2"
11001,10154,8534,2826,-454,3782,-10064,842265,"1"
11002,9970,8328,2640,-322,3737,-9558,842275,"1"
11003,9836,8372,2828,-206,3845,-9114,842285,"1"
11004,9924,8374,2846,117,4025,-8919,842295,"1"
11005,9794,8174,2694,436,4110,-8640,842305,"1"
11001,10762,12288,-710,6197,-1835,1571,849790,"2"
11002,10498,12262,-876,5470,-2156,1530,849800,"2"
11003,10560,12110,-840,4827,-2310,1483,849810,"2"
11004,10406,11956,-772,4345,-2474,1257,849820,"2"
11005,10364,11670,-752,4031,-2644,867,849830,"2"
11006,9854,7588,2670,1081,4286,-8032,842315,"1"
11007,10022,6902,2616,1836,4610,-7004,842325,"1"
11008,10366,6324,2602,2650,4918,-5895,842335,"1"
11009,10678,5788,2508,3346,5005,-4764,842345,"1"
11010,10910,5214,2490,3851,4857,-3637,842355,"1"
11006,10474,11530,-584,3725,-2942,494,849840,"2"
11007,10598,11512,-560,3235,-3221,217,849850,"2"
11008,10840,11700,-502,2540,-3594,258,849860,"2"
11009,10972,11822,-612,2004,-4039,439,849870,"2"
11010,11152,11886,-694,1633,-4334,642,849880,"2"
11011,11200,4558,2322,3999,4554,-2591,842365,"1"
11012,11374,4112,2110,3808,4065,-1875,842375,"1"
11013,11384,3846,1810,3586,3375,-1456,842385,"1"
11014,11258,3870,1674,3213,2636,-1183,842395,"1"
11015,11100,4124,1470,2779,1946,-1072,842405,"1"
11011,11206,11888,-918,1350,-4623,845,849890,"2"
11012,11214,11836,-966,1066,-4813,1073,849900,"2"
11013,11196,11790,-1094,704,-4858,1166,849910,"2"
11014,11284,11830,-1036,119,-4871,1341,849920,"2"
11015,11344,11860,-1138,-744,-4931,1566,849930,"2"
11016,11262,11796,-1076,-1674,-5058,1756,849940,"2"
11017,11172,11680,-1196,-2449,-5252,1893,849950,"2"
11018,11052,11668,-1276,-3060,-5467,2026,849960,"2"
11019,10874,11724,-1590,-3640,-5758,2106,849970,"2"
11020,10646,11782,-1880,-4242,-5864,2153,849980,"2"
11016,11010,4432,1226,2413,1234,-1153,842415,"1"
11017,11012,4628,990,2138,390,-1229,842425,"1"
11018,10948,4694,958,1983,-570,-1335,842435,"1"
11019,11004,4578,1152,1742,-1513,-1420,842445,"1"
11020,10980,4644,1470,1427,-2482,-1638,842455,"1"
11021,10626,4542,1890,1098,-3397,-1800,842465,"1"
11022,10370,4492,2316,798,-4056,-1863,842475,"1"
11023,10218,4566,2598,463,-4627,-2028,842485,"1"
11024,10022,4492,2828,101,-5178,-2161,842495,"1"
11025,9960,4442,2924,-262,-5739,-2158,842505,"1"
11021,10430,11822,-2294,-4871,-5799,2330,849990,"2"
11022,10114,12062,-2460,-5718,-5427,2523,850000,"2"
11023,9950,12186,-2392,-6474,-5099,2526,850010,"2"
11024,9666,12238,-1816,-6937,-5011,2502,850020,"2"
11025,9736,12488,-1234,-7107,-5251,2442,850030,"2"
11026,9868,4482,3066,-565,-6193,-1996,842515,"1"
11027,9660,4626,3054,-683,-6540,-1664,842525,"1"
11028,9548,4902,3150,-623,-6751,-1171,842535,"1"
11029,9510,5202,3040,-416,-6901,-529,842545,"1"
11030,9452,5558,2972,-50,-6992,105,842555,"1"
11026,9640,12370,-608,-7024,-6109,2277,850040,"2"
11027,9386,12322,-182,-6479,-7316,2204,850050,"2"
11028,9370,12602,34,-5623,-8471,2114,850060,"2"
11029,9296,12806,-30,-4460,-9711,2212,850070,"2"
11030,9284,13192,-220,-3064,-10839,2294,850080,"2"
11031,9382,5946,2762,405,-7155,788,842565,"1"
11032,9312,6308,2638,906,-7328,1541,842575,"1"
11033,9222,6628,2708,1481,-7481,2263,842585,"1"
11034,9124,6828,2848,2005,-7714,2981,842595,"1"
11035,8876,7070,3018,2328,-7920,3408,842605,"1"
11031,9328,13452,-364,-1630,-11960,2348,850090,"2"
11032,9350,13614,-604,-144,-12983,2354,850100,"2"
11033,9530,13624,-880,1358,-13906,2564,850110,"2"
11034,9662,13862,-1516,2448,-14649,2867,850120,"2"
11035,9806,13886,-2022,3189,-14990,3252,850130,"2"
11036,8732,7164,3088,2447,-8221,3543,842615,"1"
11037,8616,7280,3350,2422,-8510,3528,842625,"1"
11038,8412,7322,3552,2273,-8710,3311,842635,"1"
11039,8180,7282,3678,2145,-8932,3149,842645,"1"
11040,8296,7326,3728,2127,-9117,3048,842655,"1"
11036,10158,13838,-2490,3661,-15042,3694,850140,"2"
11037,10374,13754,-2868,3724,-14842,4125,850150,"2"
11038,10656,13618,-3192,3470,-14433,4527,850160,"2"
11039,10876,13406,-3352,3156,-13860,4835,850170,"2"
11040,11230,13042,-3504,2801,-13224,5005,850180,"2"
11041,8282,7162,3914,2361,-9205,3357,842665,"1"
11042,8166,7268,3990,2751,-9216,3834,842675,"1"
11043,8104,7534,4050,2986,-9253,4230,842685,"1"
11044,7918,7660,4264,3146,-9346,4454,842695,"1"
11045,7682,7780,4550,3146,-9456,4520,842705,"1"
11041,11276,12616,-3868,2171,-12445,4936,850190,"2"
11042,11628,12146,-4014,1439,-11771,4750,850200,"2"
11043,11920,12006,-4060,774,-11081,4418,850210,"2"
11044,12236,11912,-4236,482,-10524,4092,850220,"2"
11045,12620,11826,-4506,470,-9971,4006,850230,"2"
11046,7316,7716,4670,3003,-9493,4357,842715,"1"
11047,7044,7536,4966,2819,-9486,4106,842725,"1"
11048,6870,7408,5058,2559,-9484,3754,842735,"1"
11049,6936,7044,5160,2451,-9426,3572,842745,"1"
11050,6744,6960,5282,2454,-9342,3660,842755,"1"
11046,12914,11848,-4906,611,-9505,3950,850240,"2"
11047,13162,11736,-5182,802,-8806,3982,850250,"2"
11048,13452,11516,-5404,990,-7987,4095,850260,"2"
11049,13620,11270,-5370,1178,-7153,4132,850270,"2"
11050,13716,10942,-5288,1317,-6182,4062,850280,"2"
11051,6574,6840,5436,2460,-9152,3858,842765,"1"
11052,6510,6752,5616,2527,-8947,4110,842775,"1"
11053,6296,6814,5750,2624,-8651,4297,842785,"1"
11054,6068,6976,6050,2626,-8267,4458,842795,"1"
11055,5858,7138,6368,2506,-7736,4597,842805,"1"
11051,13908,10686,-5298,1208,-5440,3975,850290,"2"
11052,13884,10358,-5372,1034,-4629,3673,850300,"2"
11053,13932,10050,-5166,752,-3901,3374,850310,"2"
11054,13850,9970,-5252,467,-3255,3064,850320,"2"
11055,13784,9790,-5334,203,-2591,2679,850330,"2"
11056,5460,7116,6596,2367,-7223,4731,842815,"1"
11057,5368,7264,6872,2304,-6686,4882,842825,"1"
11058,5392,7488,7012,2162,-6155,4893,842835,"1"
11059,5268,7624,7116,2039,-5645,4944,842845,"1"
11060,5152,7790,7348,1983,-5119,5074,842855,"1"
11056,13642,9764,-5534,-41,-1841,2344,850340,"2"
11057,13474,9698,-5764,-197,-1160,1898,850350,"2"
11058,13244,9746,-5738,-30,-492,1494,850360,"2"
11059,12944,9868,-5790,446,246,994,850370,"2"
11060,12592,9884,-5594,1083,924,472,850380,"2"
11061,5172,8128,7500,1943,-4572,5127,842865,"1"
11062,5020,8410,7622,1862,-3998,4986,842875,"1"
11063,4844,8674,7760,1707,-3487,4791,842885,"1"
11064,4590,8814,7938,1552,-2984,4693,842895,"1"
11065,4400,9056,8246,1454,-2235,4489,842905,"1"
11061,12142,9766,-5602,1642,1605,-216,850390,"2"
11062,11588,9564,-5464,2046,2215,-953,850400,"2"
11063,11122,9628,-5316,2274,2777,-1858,850410,"2"
11064,10710,9742,-5260,2357,3111,-2747,850420,"2"
11065,10298,10084,-5170,2318,3498,-3543,850430,"2"
11066,4148,9320,8252,1287,-1562,4207,842915,"1"
11067,3998,9570,8224,1100,-984,3892,842925,"1"
11068,3794,9762,8266,895,-409,3526,842935,"1"
11069,3406,10062,8054,670,79,3030,842945,"1"
11070,3014,10274,7944,440,648,2324,842955,"1"
11066,9782,10526,-5312,2189,4001,-4332,850440,"2"
11067,9222,10928,-5424,2245,4416,-5131,850450,"2"
11068,9020,11288,-5370,2552,5047,-5974,850460,"2"
11069,8808,11720,-5404,2774,5703,-6566,850470,"2"
11070,8814,12174,-5214,2937,6421,-7189,850480,"2"
11071,2382,10304,7692,249,1317,1464,842965,"1"
11072,2052,10246,7496,221,2147,463,842975,"1"
11073,1774,10004,7274,227,3200,-414,842985,"1"
11074,1932,9624,6734,345,4414,-1062,842995,"1"
11075,2584,9310,6172,513,5536,-1522,843005,"1"
11071,9014,12634,-4918,2873,7259,-7577,850490,"2"
11072,9226,12980,-4624,2479,8247,-7736,850500,"2"
11073,9598,13270,-4240,1761,9266,-7668,850510,"2"
11074,9742,13480,-3788,864,10279,-7444,850520,"2"
11075,9692,13616,-3332,-196,11196,-7095,850530,"2"
11076,3384,9070,5526,626,6331,-1967,843015,"1"
11077,3976,8914,5172,662,6727,-2438,843025,"1"
11078,4516,8874,4816,575,7021,-3104,843035,"1"
11079,4892,8838,4844,352,7078,-3935,843045,"1"
11080,5176,8842,4820,24,6975,-4748,843055,"1"
11076,9768,13810,-2868,-1418,12083,-6740,850540,"2"
11077,9878,13828,-2342,-2551,12676,-6323,850550,"2"
11078,9828,13698,-1710,-3619,13102,-5546,850560,"2"
11079,9972,13360,-1488,-4548,13360,-4616,850570,"2"
11080,10028,13226,-1106,-5421,13305,-3927,850580,"2"
11081,5526,8916,4986,-428,6930,-5557,843065,"1"
11082,5808,8996,5082,-962,6717,-6479,843075,"1"
11083,6044,9080,5230,-1528,6669,-7310,843085,"1"
11084,6378,9274,5344,-2062,6698,-8002,843095,"1"
11085,6638,9402,5460,-2530,6899,-8568,843105,"1"
11081,10160,12980,-840,-6247,13114,-3148,850590,"2"
11082,10374,12800,-766,-6792,12586,-2504,850600,"2"
11083,10660,12470,-816,-6624,11518,-2057,850610,"2"
11084,10938,12236,-672,-5726,10075,-1663,850620,"2"
11085,11180,12100,-794,-4092,8569,-1485,850630,"2"
11086,11302,11986,-1038,-1823,7004,-1505,850640,"2"
11087,11372,11944,-1460,568,5580,-1639,850650,"2"
11088,11570,12040,-2022,2882,4504,-1929,850660,"2"
11089,11560,11926,-2532,4697,3673,-2076,850670,"2"
11090,11606,11776,-3042,5951,3285,-1973,850680,"2"
11086,6814,9464,5386,-2986,6989,-9036,843115,"1"
11087,7146,9550,5316,-3232,7086,-9227,843125,"1"
11088,7388,9670,5118,-3408,7167,-9259,843135,"1"
11089,7570,9660,4980,-3492,7253,-9265,843145,"1"
11090,7646,9614,4770,-3435,7322,-9076,843155,"1"
11091,7704,9510,4618,-3290,7502,-8703,843165,"1"
11092,7748,9402,4534,-3155,7709,-8258,843175,"1"
11093,7770,9432,4346,-3045,7842,-7839,843185,"1"
11094,7702,9478,4144,-2930,7952,-7618,843195,"1"
11095,7630,9478,4022,-2827,8105,-7416,843205,"1"
11091,11908,11734,-3344,6754,3108,-2163,850690,"2"
11092,11966,11560,-3612,7182,2996,-2367,850700,"2"
11093,12018,11492,-3750,7399,3048,-2631,850710,"2"
11094,12198,11550,-3778,7522,3207,-2961,850720,"2"
11095,12198,11612,-3722,7462,3339,-3208,850730,"2"
11096,7744,9500,4020,-2730,8278,-7228,843215,"1"
11097,7784,9488,3742,-2673,8452,-7115,843225,"1"
11098,7930,9430,3606,-2632,8580,-7057,843235,"1"
11099,8128,9348,3380,-2599,8665,-6998,843245,"1"
11100,8166,9182,3268,-2521,8773,-6828,843255,"1"
11096,12302,11740,-3566,7275,3491,-3438,850740,"2"
11097,12202,11876,-3560,7051,3668,-3604,850750,"2"
11098,12124,12154,-3464,6760,3965,-3801,850760,"2"
11099,12182,12448,-3352,6162,4348,-3850,850770,"2"
11100,12194,12590,-3084,5232,4654,-3840,850780,"2"
11101,8468,8994,2920,-2455,8840,-6604,843265,"1"
11102,8580,8984,2610,-2427,8850,-6428,843275,"1"
11103,8650,8858,2290,-2469,8721,-6194,843285,"1"
11104,8688,8692,1942,-2438,8548,-5966,843295,"1"
11105,8746,8620,1716,-2360,8396,-5681,843305,"1"
11101,12212,12562,-2770,4074,4902,-3720,850790,"2"
11102,12076,12536,-2598,3033,5092,-3586,850800,"2"
11103,12020,12570,-2532,2161,5308,-3459,850810,"2"
11104,11940,12764,-2418,1407,5479,-3193,850820,"2"
11105,11812,13062,-2162,766,5643,-2977,850830,"2"
11106,8704,8528,1398,-2219,8235,-5290,843315,"1"
11107,8720,8322,1264,-2009,8117,-4842,843325,"1"
11108,8682,8070,976,-1525,8070,-4165,843335,"1"
11109,8582,7962,722,-929,8039,-3361,843345,"1"
11110,8622,7704,496,-325,7900,-2679,843355,"1"
11106,11734,13218,-1818,86,5841,-2780,850840,"2"
11107,11648,13260,-1524,-562,5923,-2492,850850,"2"
11108,11636,13254,-1258,-1116,5844,-2119,850860,"2"
11109,11594,13316,-972,-1545,5571,-1739,850870,"2"
11110,11562,13496,-772,-1912,5236,-1322,850880,"2"
11111,8574,7738,208,117,7586,-2236,843365,"1"
11112,8498,7606,-10,261,7200,-1880,843375,"1"
11113,8554,7452,-110,303,6737,-1758,843385,"1"
11114,8580,7424,-370,337,6256,-1853,843395,"1"
11115,8448,7256,-658,342,5504,-1943,843405,"1"
11111,11578,13516,-534,-2207,4711,-800,850890,"2"
11112,11550,13544,-172,-2391,4189,-222,850900,"2"
11113,11528,13286,-94,-2167,3379,208,850910,"2"
11114,11546,12822,250,-1482,2398,558,850920,"2"
11115,11514,12352,274,-393,1155,875,850930,"2"
11116,8458,7132,-854,303,4799,-1924,843415,"1"
11117,8348,7028,-894,255,4118,-1899,843425,"1"
11118,8290,6912,-870,261,3434,-1959,843435,"1"
11119,8296,6794,-762,240,2645,-1956,843445,"1"
11120,8104,6458,-528,320,2050,-1578,843455,"1"
11116,11374,12074,232,1004,-112,1127,850940,"2"
11117,11322,11846,148,2491,-1409,1281,850950,"2"
11118,11148,11874,-300,3902,-2499,1305,850960,"2"
11119,11108,11970,-698,4693,-3214,1351,850970,"2"
11120,10874,12066,-1356,4825,-3603,1377,850980,"2"
11121,8100,6304,-202,459,1634,-1063,843465,"1"
11122,8348,6326,-58,517,1194,-617,843475,"1"
11123,8532,6304,118,499,668,-195,843485,"1"
11124,8914,6432,356,335,31,131,843495,"1"
11125,9238,6634,604,119,-735,261,843505,"1"
11121,10624,12056,-1624,4560,-3668,1375,850990,"2"
11122,10318,11996,-1766,3923,-3567,1334,851000,"2"
11123,9954,12076,-2074,3068,-3305,1174,851010,"2"
11124,9776,12164,-2282,1844,-2891,954,851020,"2"
11125,9676,12456,-2374,300,-2290,643,851030,"2"
11126,9244,6738,826,-256,-1654,226,843515,"1"
11127,9216,6810,1162,-570,-2525,202,843525,"1"
11128,9218,6940,1572,-823,-3326,329,843535,"1"
11129,9112,7070,2062,-934,-4036,501,843545,"1"
11130,9150,7082,2632,-882,-4537,875,843555,"1"
11126,9578,12664,-2404,-1414,-1745,443,851040,"2"
11127,9258,12954,-2312,-3069,-1373,366,851050,"2"
11128,8840,13134,-2272,-4512,-1026,375,851060,"2"
11129,8398,13406,-2262,-5674,-604,379,851070,"2"
11130,8128,13658,-2192,-6654,-159,386,851080,"2"
11131,9100,6958,3058,-642,-4828,1635,843565,"1"
11132,8764,6846,3188,-354,-4971,2710,843575,"1"
11133,8410,6796,3146,-140,-5090,3668,843585,"1"
11134,7982,6750,3126,-73,-5382,4260,843595,"1"
11135,7666,6708,3062,-185,-5760,4541,843605,"1"
11131,7990,13864,-2020,-7422,263,358,851090,"2"
11132,8196,13952,-1668,-8208,682,418,851100,"2"
11133,8830,13970,-1356,-8981,934,542,851110,"2"
11134,9628,13844,-934,-9662,873,764,851120,"2"
